title,link,address,company,short_description,rich_description,salary
Тьютор в образовательный IT лагерь,https://hh.ru/vacancy/131953000?query=it&hhtmFrom=vacancy_search_list,"Сочи, р-н Центральный",Skyeng,Учишься или уже получил(а) образование (педагогика/психология — плюс). Любишь взаимодействие с детьми и умеешь их вовлекать. Спокойно реагируешь на...,,
Супервайзер IT-департамента (IT manager),https://hh.ru/vacancy/131925012?query=it&hhtmFrom=vacancy_search_list,"Бишкек, Киевская улица, 148",ОсОО МГ Туризм,Умение работать в многозадачном режиме. Высокая степень коммуникабельности. Отличные знания и опыт в сфере,,
Менеджер по продажам медицинских IT-решений,https://hh.ru/vacancy/131964149?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО КВАНТ,Успешный опыт В2В продаж от 1 года. Опыт продаж,,
Менеджер по продажам в IT,https://hh.ru/vacancy/131902124?query=it&hhtmFrom=vacancy_search_list,Пермь,ФТО,"1. Опыт продажи услуг на базе 1С в B2B по телефону. 2. Высокая самоорганизация, настойчивость и нацеленность...",,
Менеджер по продажам в IT,https://hh.ru/vacancy/131951683?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,ФТО,"1. Опыт продажи услуг на базе 1С в B2B по телефону. 2. Высокая самоорганизация, настойчивость и нацеленность...",,
Менеджер по продажам в IT,https://hh.ru/vacancy/131951684?query=it&hhtmFrom=vacancy_search_list,Казань,ФТО,"1. Опыт продажи ИТ-услуг в B2B по телефону обязателен. 2. Высокая самоорганизация, настойчивость и нацеленность на результат.",,
Менеджер по продажам в IT,https://hh.ru/vacancy/131951685?query=it&hhtmFrom=vacancy_search_list,Нижний Новгород,ФТО,"1. Опыт продажи услуг на базе 1С в B2B по телефону. 2. Высокая самоорганизация, настойчивость и нацеленность...",,
Менеджер по продажам в IT компанию,https://hh.ru/vacancy/131963707?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО КомпасЛидера,Опыт в продажах (B2B/B2C) или сильные навыки переговоров. Грамотная речь и умение убеждать.,,
"Менеджер по продажам (IT, enterprise-клиенты)",https://hh.ru/vacancy/131355286?query=it&hhtmFrom=vacancy_search_list,Москва,ООО InfoVizion,Тебе близки b2b продажи и,,
Менеджер по продажам в IT,https://hh.ru/vacancy/131340791?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Таганский",ООО ГИГАНТ-Компьютерные системы,Опыт успешных продаж в,,
Ведущий менеджер по продажам (IT продукты),https://hh.ru/vacancy/131963278?query=it&hhtmFrom=vacancy_search_list,Алматы,ТОО Инфобип Казахстан,Опыт от 5-ти лет в активных продажах. Опыт в продажах,,
