title,link,address,company,short_description,rich_description,salary
Менеджер по продажам в IT компанию,https://hh.ru/vacancy/112573014?query=it&hhtmFrom=vacancy_search_list,"Челябинск, р-н Центральный",ООО Цифровой элемент,Грамотная письменная и устная речь. Нацеленность на долгосрочное сотрудничество. Знание рынка,,
"Менеджер по продажам (IT, без холодного поиска)",https://hh.ru/vacancy/131130284?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,SEOWORK,"Обязателен опыт продаж в B2B, желательно —",,
Сервисный инженер (IT-специалист),https://hh.ru/vacancy/131877997?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Центральный",ООО Арсенал мастеров,Знания основных офисных программ и приложений. Умение быстро находить неисправность оборудования и устранять её. Чтение технической документации и подбор запасных...,,
Business Development Manager (IT / B2B),https://hh.ru/vacancy/131305246?query=it&hhtmFrom=vacancy_search_list,"Омск, р-н Центральный",Effective,"Общаться с первыми лицами компаний (CTO, собственники) на равных и без лишнего волнения. Вы в B2B-продажах хотя...",,
Ведущий менеджер по продажам IT продукта,https://hh.ru/vacancy/131403015?query=it&hhtmFrom=vacancy_search_list,Москва,MANGO OFFICE,"У тебя есть опыт B2B-продаж от 1 года, особенно в сфере",,
IT-cпециалист отдела маркировки (Честный Знак),https://hh.ru/vacancy/131281085?query=it&hhtmFrom=vacancy_search_list,Москва,ООО МАГ Девелопмент,Понимание полного цикла работы в системе Честный знак от GS1 до запуска производственной площадки. Знание законодательства в области маркировки...,,
Project Manager / Менеджер IT-проектов (кастомная разработка),https://hh.ru/vacancy/131577119?query=it&hhtmFrom=vacancy_search_list,"Чебоксары, улица Урукова, 15",Ovva,Что нужно уметь. Опыт Project Manager в,,
Менеджер по сопровождению (IT - развитие Битрикс24),https://hh.ru/vacancy/131916990?query=it&hhtmFrom=vacancy_search_list,"Ростов-на-Дону, р-н Ленинский",Первый Бит,"Опыт работы в интеграторе Битрикс24. Навык отработки возражений. Знание программного продукта Битрикс24 на уровне - Роботы, БП, Смарт.",,
Accountant / Заместитель главного бухгалтера в IT-компанию,https://hh.ru/vacancy/131741643?query=it&hhtmFrom=vacancy_search_list,Москва,ООО НТ Прогресс,Очень желателен опыт работы в,,
Сборщик товара с ТСД на теплый мини склад в IT компанию Яндекс (кладовщик комплектовщик),https://hh.ru/vacancy/130159038?query=it&hhtmFrom=vacancy_search_list,Москва,Найм персонал PRO,Опыт не требуется.,,
Менеджер по продажам в IT-компанию,https://hh.ru/vacancy/130265371?query=it&hhtmFrom=vacancy_search_list,"Екатеринбург, р-н Ленинский",Контур,,,
Менеджер по продажам в IT-компанию,https://hh.ru/vacancy/131893512?query=it&hhtmFrom=vacancy_search_list,Истра (Московская область),ООО Карьерный Компас,Желателен опыт в продажах (B2B или B2C). Четкая дикция и грамотная устная речь. Наличие компьютера/ноутбука...,,
Специалист по закупкам и учету IT-оборудования,https://hh.ru/vacancy/131912422?query=it&hhtmFrom=vacancy_search_list,Москва,ООО КС Технолоджи,"Специально профессиональное или высшее образование в сфере ИТ. Опыт работы, связанный с закупками ИТ-оборудования обязателен. Опыт проведения инвентаризаций обязателен.",,
Системный администратор/IT специалист,https://hh.ru/vacancy/131870208?query=it&hhtmFrom=vacancy_search_list,Самара,ПроАктив,"Опыт администрирования ОС семейства MS Windows и Linux. Знание и практика с AD, VPN, DHCP, DNS, GPO, TCP/IP, NAT...",,
IT – специалист административного отдела ПП города Алматы,https://hh.ru/vacancy/131910257?query=it&hhtmFrom=vacancy_search_list,Алматы,Национальная палата предпринимателей Республики Казахстан Атамекен,Высшее образование в сфере,,
Ведущий специалист IT- отдела,https://hh.ru/vacancy/131868525?query=it&hhtmFrom=vacancy_search_list,"Мурманск, Нижне-Ростинское шоссе, 1",АО Портовый Альянс,"Опыт работы с сервисами Windows Server (Active Directory, DNS,DHCP, CA). Linux (CentOS). Опыт администрирования сервисов и сетей.",,
Специалист по финансовой аналитике и управлению - методолог банка (в IT-продукт) Заместитель рук-ля,https://hh.ru/vacancy/131769943?query=it&hhtmFrom=vacancy_search_list,Москва,ИНЭК-ИТ,Знание и понимание регуляторных требований Банка России. Будет плюсом: Опыт взаимодействия с,,
Менеджер проектных продаж (IT-оборудование) / Аккаунт-менеджер,https://hh.ru/vacancy/130189808?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,Компания Лимарк,Знание и опыт в ИТ-решениях и оборудовании. Способность вести полноценный цикл работы с клиентом. Умение организовывать и управлять проектами.,,
Руководитель отдела продаж IT,https://hh.ru/vacancy/131313827?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Первый Бит,Успешный опыт наставничества или построения отдела продаж / отдела по работе с клиентами. Опыт работы в B2B и продаже...,,
Руководитель проектов (IT PM),https://hh.ru/vacancy/131841716?query=it&hhtmFrom=vacancy_search_list,Москва,АО ГК Орбита,Опыт работы тимлидом /,,
"Операционный директор (СОО) IT/AV -компания, г. Астана",https://hh.ru/vacancy/131223108?query=it&hhtmFrom=vacancy_search_list,Астана,ТОО TOP Personal,"Кандидат должен иметь опыт не менее 3-6 лет в позиции СОО, СЕО, CFO в",,
Директор по развитию бизнеса в крупнейших клиентах IT,https://hh.ru/vacancy/123873756?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Сервер Молл,Опыт в B2B-продажах,,
Наставник для детей в IT-клуб,https://hh.ru/vacancy/130262814?query=it&hhtmFrom=vacancy_search_list,"Хабаровск, р-н Центральный",Клуб Роботрек,"Эта работа особенно нравится людям, которые: Любят технологии и компьютеры. Хотят развиваться в",,
Менеджер по продажам b2b в IT,https://hh.ru/vacancy/131138712?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Имакс Драйв,"Высшее образование, предпочтительно техническое или менеджмент. Опыт работы на рынке автотранспорта. Опыт работы в региональных продажах B2B.",,
Fullstack-разработчик в IT company Vacandi,https://hh.ru/vacancy/131554343?query=it&hhtmFrom=vacancy_search_list,"Ташкент, Мирзо-Улугбекский район, улица Ясси",Startups DNA (OOO SARAFAN),"TypeScript - уверенное владение, понимание типизации. PostgreSQL - SQL запросы, JOIN, индексы, миграции. Не только ORM. REST API - проектирование, авторизация (JWT), middleware.",,
IT-специалист / Системный администратор,https://hh.ru/vacancy/131150627?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ГАРВИН (ГК ГаражТулс),"Знание и практический опыт администрирования Windows Server (AD, DNS, DHCP, GPO). Опыт работы с Linux (командная строка, установка и базовая...",,
Водитель в международный IT-проект (служебный автомобиль),https://hh.ru/vacancy/131461145?query=it&hhtmFrom=vacancy_search_list,Балашиха,HRprofi (ИП Ершов Артем Витальевич),Опыт в коммерческих перевозках не обязателен — всему научим. Что нужно от тебя: Права категории B. Уверенное вождение и аккуратность.,,
IT-Мастер / Начинающий мастер ПК,https://hh.ru/vacancy/131439331?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Ок Комфорт-Сервис,,,
Менеджер по IT аудиту,https://hh.ru/vacancy/131862225?query=it&hhtmFrom=vacancy_search_list,Москва,"ПАО «Группа Черкизово», Центральный офис","Опыт во внешнем/внутреннем ИТ-аудите, внутреннем контроле или ИТ от 3 лет. Практика тестирования ITGC/ITAC и ведения рабочих...",,
Системный администратор / IT-специалист,https://hh.ru/vacancy/131857327?query=it&hhtmFrom=vacancy_search_list,"Тюмень, р-н Восточный",ООО Семейная Стоматология,Опыт работы системным администратором от 1 года. Понимание работы локальных сетей и сетевого оборудования. Опыт работы с ОС Windows (рабочие...,,
IT-специалист в гостиницу,https://hh.ru/vacancy/131857861?query=it&hhtmFrom=vacancy_search_list,"Ханты-Мансийск, Комсомольская улица, 32",ООО Гостиница Югра,Высшее или среднее техническое образование (,,
Менеджер по продукту / IT Product Manager (Middle),https://hh.ru/vacancy/131459925?query=it&hhtmFrom=vacancy_search_list,Москва,Туроператор Русь,"Опыт работы Менеджером по продукту от 2-х лет. Мыслить в метриках и unit‑экономике, а не только в фичах.",,
IT-специалист в гостиницу,https://hh.ru/vacancy/131857861?query=it&hhtmFrom=vacancy_search_list,"Ханты-Мансийск, Комсомольская улица, 32",ООО Гостиница Югра,Высшее или среднее техническое образование (,,
Менеджер по продукту / IT Product Manager (Middle),https://hh.ru/vacancy/131459925?query=it&hhtmFrom=vacancy_search_list,Москва,Туроператор Русь,"Опыт работы Менеджером по продукту от 2-х лет. Мыслить в метриках и unit‑экономике, а не только в фичах.",,
Руководитель образовательного IT продукта,https://hh.ru/vacancy/131152899?query=it&hhtmFrom=vacancy_search_list,"Саратов, р-н Фрунзенский",ООО Компания Ай Пи Ар Медиа,"Эксперт в образовании: опыт работы на рынке образования (предпочтительно СПО, знание ФГОС и законодательства). Продуктовый лидер с фокусом на контент...",,
Менеджер отдела продаж IT,https://hh.ru/vacancy/130597616?query=it&hhtmFrom=vacancy_search_list,Москва,Группа Актион,"Дадим интересные и необходимые для ведения переговоров знания (RPA-роботизация, технология API, интеграции, кастомизация и т.п.). Расскажем про способы...",,
IT Специалист (пгт. Надвоицы),https://hh.ru/vacancy/131860128?query=it&hhtmFrom=vacancy_search_list,посёлок городского типа Надвоицы,РУСАЛ,"Опыт работы от 1 года. Понимание и настройка сетей (коммутаторы, маршрутизаторы, пк/сервера, МФУ/принтеры, камеры видеонаблюдения). Понимание работы компьютера...",,
Юрисконсульт в IT-компанию,https://hh.ru/vacancy/131422614?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,"Assino, Группа компаний","Высшее юридическое образование. Аналогичный опыт работы инхаус (в компании, реализующей сложные услуги) или в консалтинге в качестве самостоятельного юриста.",,
Менеджер по закупкам и снабжению (IT-оборудование),https://hh.ru/vacancy/131732321?query=it&hhtmFrom=vacancy_search_list,Москва,ИП Пахотина Ксения Евгеньевна,"Мы в поисках сотрудника с опытом в закупках, большим преимуществом будет опыт в закупках ИТ-интеграции.",,
Менеджер по продажам IT решений для бизнеса,https://hh.ru/vacancy/131290828?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Клеверенс Софт,У тебя есть успешный опыт продаж,,
Welcome-менеджер в IT-Компанию (без холодных звонков),https://hh.ru/vacancy/131309625?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,Рулю,Не хочешь звонить в холод. Не любишь строгий дресс-код. Хочешь реализовать себя и свою карьеру в,,
Системный администратор по обслуживанию IT‑инфраструктуры склада,https://hh.ru/vacancy/131454179?query=it&hhtmFrom=vacancy_search_list,"Черноголовка, Первый проезд, 4",Uniel,"Полноценный рабочий график на складе, возможны оплачиваемые переработки; не гибрид, не удаленка! Высшее образование в области информационных технологий или смежных...",,
Менеджер отдела продаж (ТОП IT-school Тимирязевская),https://hh.ru/vacancy/131286625?query=it&hhtmFrom=vacancy_search_list,Москва,Компьютерная академия TOP (Компьютерная Академия ТОП),,,
Продуктовый аналитик (IT-продукт Мосбилет),https://hh.ru/vacancy/131889161?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Таганский",ГКУ Инфогород,"Опыт работы продуктовым аналитиком от 4–5 лет, включая опыт самостоятельного ведения отчетности и аналитических инициатив. Уверенная работа с финансовыми...",,
Продакт-менеджер в IT,https://hh.ru/vacancy/129714818?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Вологодское зодчество,Опыт Product Manager / Product Owner в B2B,,
IT-директор / Архитектор ИИ-решений (AI Architect),https://hh.ru/vacancy/131728157?query=it&hhtmFrom=vacancy_search_list,Новосибирск,АО ЗАВОД ЭЛЕКТРОТЕХНИЧЕСКОЙ АРМАТУРЫ,Опыт: УОпыт проектирования и реализации сложных,,
IT инженер в области технологических информационных систем,https://hh.ru/vacancy/131285801?query=it&hhtmFrom=vacancy_search_list,"Челябинск, р-н Курчатовский",НТЦ Комплексные Системы,Высшее или среднее специальное образование. Хорошие знания администрирования операционных систем Linux и Windows. Продвинутый навык работы с сетевым оборудованием (межсетевые...,,
Руководитель IT проектов (Project manager),https://hh.ru/vacancy/131888633?query=it&hhtmFrom=vacancy_search_list,Москва,Sibedge,Общий опыт в,,
Менеджер по работе с клиентами (Тендера/IT-продукт),https://hh.ru/vacancy/131636651?query=it&hhtmFrom=vacancy_search_list,"Астана, улица Кенесары, 8",ТОО Smart Bridge,"Желание развиваться в B2B-продажах. Грамотная устная речь и навыки коммуникации. Готовность к активной работе (звонки, переговоры).",,
"Менеджер по развитию бизнеса / BDM (IT-инфраструктура, разработка ПО)",https://hh.ru/vacancy/131928920?query=it&hhtmFrom=vacancy_search_list,деревня Рассказовка,ООО ГенАйТи,Ориентация на результат и выполнение KPI. Будет преимуществом: Опыт продаж сложных,,
Менеджер по продажам B2B (IT-продукт),https://hh.ru/vacancy/131307572?query=it&hhtmFrom=vacancy_search_list,"Самарканд, Нарпайская улица, 77",ООО U POS GROUP,Опыт в активных B2B-продажах от 2 лет — обязательно — Умение работать с холодной базой без страха звонить и...,,
"Менеджер проектных продаж (IT, B2B)",https://hh.ru/vacancy/131450352?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО ПРОТЕЙ ТЛ,"Мы работаем в B2B, поэтому подойдет опыт работы в продаже оборудования только этого сектора. У нас сложный продукт...",,
Ведущий менеджер по продажам B2B (IT),https://hh.ru/vacancy/131580363?query=it&hhtmFrom=vacancy_search_list,Москва,Кубик Медиа,"Вы будете лично влиять на клиентский опыт ведущих брендов России — через звук, видео и цифровые технологии. — Вы умеете говорить на...",,
Presale менеджер (IT решения в горно-добывающей отрасли),https://hh.ru/vacancy/131306325?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Пиклема,"Опыт работы 3-5 лет в роли пресейла или инженера по продажам, специалиста по поддержке продаж, инженера или руководителя проекта...",,
Менеджер IT-проектов,https://hh.ru/vacancy/111220193?query=it&hhtmFrom=vacancy_search_list,"Астана, улица Сыганак, 43","ALSECO, АО","Сертификация на проектного менеджера: IPMA D, IPMA C; PMP. Проекты Государственных органов. Не менее одного успешного проекта в",,
Руководитель инженерной технической поддержки (IT / B2B),https://hh.ru/vacancy/131917626?query=it&hhtmFrom=vacancy_search_list,Нижний Новгород,MST,"Опыт управления технической поддержкой или клиентскими инженерными командами в продуктовых компаниях (инженерное ПО, B2B SaaS) от 3 лет/.",,
IT-Мастер / Начинающий мастер ПК,https://hh.ru/vacancy/131438004?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Ок Комфорт-Сервис,,,
Преподаватель IT в мини-группах,https://hh.ru/vacancy/131553040?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Онлайн-школа Тетрика,Опыт преподавания в мини-группах школьникам (7-15 лет). – Знание и опыт работы по направлениям: Scratch (обязательно) и Python. –,,
Руководитель отдела продаж B2b (IT HoReCa),https://hh.ru/vacancy/131915550?query=it&hhtmFrom=vacancy_search_list,Новосибирск,ООО АкваБайт,Имеете опыт управления отделом продаж (желательно в B2B или,,
"Менеджер по работе с клиентами B2B / Account Manager (IT-сервис, без холодного поиска)",https://hh.ru/vacancy/131938767?query=it&hhtmFrom=vacancy_search_list,Москва,ООО СМС ЛИДС,Умеете выстраивать долгосрочные отношения с клиентами. Будет плюсом: Опыт в,,
Менеджер по продажам IT-решений (B2B),https://hh.ru/vacancy/129704178?query=it&hhtmFrom=vacancy_search_list,Москва,Первый Бит,Опыт в продажах (B2B — преимущество). Навыки работы с возражениями и деловыми переговорами. Готовность осваивать,,
IT специалист технической поддержки пользователей,https://hh.ru/vacancy/131886610?query=it&hhtmFrom=vacancy_search_list,Боровский муниципальный округ,ООО Очередной завод,"Опыт работы в технической поддержке от 3 лет, желательно на производстве или в крупной компании. Отличное знание Windows, понимание принципов...",,
IT специалист технической поддержки пользователей,https://hh.ru/vacancy/131886611?query=it&hhtmFrom=vacancy_search_list,Боровский муниципальный округ,ООО Очередной завод,"Опыт работы в технической поддержке от 3 лет, желательно на производстве или в крупной компании. Отличное знание Windows, понимание принципов...",,
Аккаунт менеджер в IT компанию,https://hh.ru/vacancy/131886541?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Маниселлерс,"Опыт удаленной работы. Высокий уровень коммуникации. Грамотная устная и письменная речь, навыки делового общения. Искренняя заинтересованность развиваться в",,
Аккаунт-менеджер / Менеджер по работе с клиентами (IT-сервис «Цифра»),https://hh.ru/vacancy/131931172?query=it&hhtmFrom=vacancy_search_list,Ярославль,RichBee,Опыт: в B2B-продажах или консультировании клиентов (опыт в,,
Ведущий инженер по IT-инфраструктуре,https://hh.ru/vacancy/125852739?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,Defa Group,"Сертификаты Microsoft, Linux, а также по управлению проектами в",,
Выездной сервисный IT-инженер (Ритейл),https://hh.ru/vacancy/109697547?query=it&hhtmFrom=vacancy_search_list,Москва,NV GROUP,"Опыт в обслуживании сетевых магазинов. Опыт настройки и устранение неисправностей в работе компьютеров, принтеров, кассового оборудования, весов, подключения оргтехники.",,
Выездной Инженер IT / Установка Оборудования,https://hh.ru/vacancy/123441827?query=it&hhtmFrom=vacancy_search_list,Москва,NV GROUP,"Опыт в обслуживании сетевых магазинов (Будет преимуществом). Опыт настройки и устранение неисправностей в работе компьютеров, принтеров, кассового оборудования, весов, подключения...",,
Стажёр в отдел продаж IT (старт в продажах),https://hh.ru/vacancy/131912978?query=it&hhtmFrom=vacancy_search_list,Москва,Zecurion,Возможность изучить новые подходы к продажам в сфере информационной безопасности.,,
Координатор отдела продаж (IT-компания),https://hh.ru/vacancy/131885133?query=it&hhtmFrom=vacancy_search_list,Москва,Первый Бит,"Готовы рассмотреть кандидата без опыта работы, всему научим! Энергичность, стремление к достижениям. Желание развиваться и получать новые знания.",,
Менеджер по маркетингу в IT-компанию,https://hh.ru/vacancy/131890362?query=it&hhtmFrom=vacancy_search_list,Москва,Novo BI,"B2B-эксперт: Имеете опыт продвижения сложных, нематериальных продуктов (",,
Менеджер по продажам оборудования в сфере IT |Auto ID|,https://hh.ru/vacancy/131138720?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Сокольники",ЕМЕ,"Опыт работы в продажах. Желательно знание складского оборудования, Auto ID (будет вашим преимуществом). Знание сферы логистики также будет вашим преимуществом.",,
Универсальный IT-специалист / веб-разработчик,https://hh.ru/vacancy/131884553?query=it&hhtmFrom=vacancy_search_list,Москва,ООО ТД Сорса,"Обязательный опыт разработки сайтов с нуля. Уверенные знания HTML, CSS, JavaScript. Опыт работы с CMS. Базовые знания backend (PHP, Python...",,
"Менеджер по продажам IT (GigaChat Enterprise ""Салют для Бизнеса"")",https://hh.ru/vacancy/131002321?query=it&hhtmFrom=vacancy_search_list,Владивосток,ООО Салют для Бизнеса,Высшее образование. Опыт успешных продаж в ИТ-сфере не менее 2 лет. Наличие опыта работы и контакты с заказчикам и...,,
Менеджер отдела продаж В2В (it продукт),https://hh.ru/vacancy/131607021?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,CATAPULTO.RU,Опыт работы в телефонных продажах от 6 месяцев. Умение устанавливать контакт с клиентом и презентовать продукт. Грамотная устная и письменная...,,
Водитель IT-компании категория В (на логистические поручения),https://hh.ru/vacancy/129357919?query=it&hhtmFrom=vacancy_search_list,Краснодар,ДостаВерно,"Никаких сложностей – опыт не требуется, стаж вождения – не важен! Права категории B – ваш ключ к новым возможностям! Готовность к работе...",,
Менеджер по продажам IT-оборудования,https://hh.ru/vacancy/131883154?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Квантум,Опыт работы менеджером по продаже,,
IT компаниясига сотувлар бўйича менежер,https://hh.ru/vacancy/131884575?query=it&hhtmFrom=vacancy_search_list,"Самарканд, улица Гагарина, 36",ООО ALI POS,,,
Водитель IT-компании категория В (на логистические поручения),https://hh.ru/vacancy/129357180?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ДостаВерно,"Никаких сложностей – опыт не требуется, стаж вождения – не важен! Права категории B – ваш ключ к новым возможностям! Готовность к работе...",,
DevOps инженер (Трайб Core IT),https://hh.ru/vacancy/130412209?query=it&hhtmFrom=vacancy_search_list,Москва,ОТП Банк. IT,"Опыт работы с высоконагруженными системами и распределенными архитектурами (например, в банковской сфере, fintech, или финансовых платформах). Понимание принципов обеспечения высокой...",,
Менеджер проектных продаж IT (Enterprise),https://hh.ru/vacancy/131882230?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Айдеко,...в проектных продажах с циклом сделки от 2х месяцев до 1 года. Опыт в,,
Координатор отдела IT продаж / Специалист информационного сопровождения продаж,https://hh.ru/vacancy/131736420?query=it&hhtmFrom=vacancy_search_list,Москва,ООО ИНФАРС,Высшее образование (желательно юридическое). Опыт работы с CRM системами и 1С. Опыт работы с договорами. Знание офисных программ и...,,
DevOps инженер (Трайб Core IT),https://hh.ru/vacancy/130412209?query=it&hhtmFrom=vacancy_search_list,Москва,ОТП Банк. IT,"Опыт работы с высоконагруженными системами и распределенными архитектурами (например, в банковской сфере, fintech, или финансовых платформах). Понимание принципов обеспечения высокой...",,
Менеджер проектных продаж IT (Enterprise),https://hh.ru/vacancy/131882230?query=it&hhtmFrom=vacancy_search_list,Санкт-Петербург,ООО Айдеко,...в проектных продажах с циклом сделки от 2х месяцев до 1 года. Опыт в,,
Координатор отдела IT продаж / Специалист информационного сопровождения продаж,https://hh.ru/vacancy/131736420?query=it&hhtmFrom=vacancy_search_list,Москва,ООО ИНФАРС,Высшее образование (желательно юридическое). Опыт работы с CRM системами и 1С. Опыт работы с договорами. Знание офисных программ и...,,
"Инженер связи (видеонаблюдение, сигнализация, IT)",https://hh.ru/vacancy/131213602?query=it&hhtmFrom=vacancy_search_list,"Алматы, Алмалинский район",ТОО НПП Интеррин,"Нормативные и методические документы регламентирующие обеспечение, эксплуатацию и ремонт технических средств охраны, оперативного наблюдения и связи по техническому оснащению безопасности...",,
Менеджер по работе с клиентами в IT-компанию,https://hh.ru/vacancy/131735088?query=it&hhtmFrom=vacancy_search_list,Минск,ООО Аи буст брейн,"Желание учиться и развиваться! Если уже есть опыт продаж — супер (Быстро станешь ТОПом), если нет — мы тебя всему научим.",,
Менеджер IT-проектов (пресейл инженер),https://hh.ru/vacancy/131881561?query=it&hhtmFrom=vacancy_search_list,Москва,"Крипто-Про, Компания","Высшее техническое образование. Понимание процессов создания, внедрения и развития ИТ-продуктов. Знание процессов пресейла и проектной деятельности. Широкий кругозор в...",,
"Руководитель команды продаж (IT, B2B)/Sales Lead",https://hh.ru/vacancy/130058393?query=it&hhtmFrom=vacancy_search_list,Москва,YouGile,,,
Менеджер по продажам IT-оборудования,https://hh.ru/vacancy/131824292?query=it&hhtmFrom=vacancy_search_list,Москва,Айти-тех,Успешный опыт в В2В продажах: области,,
Менеджер по продажам B2B (IT / SaaS),https://hh.ru/vacancy/130899711?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,ООО Интайм Девелоп,"Обладает подтвержденным опытом B2B-продаж от 1.5-3 лет, предпочтительно в сферах",,
Trainee in Digital & IT Department,https://hh.ru/vacancy/131877006?query=it&hhtmFrom=vacancy_search_list,село Отеген батыра,ТОО JTI Kazakhstan,,,
Специалист по оптимизации IT-решений / СТО / Руководитель IT-департамента (part time),https://hh.ru/vacancy/131438181?query=it&hhtmFrom=vacancy_search_list,Ростов-на-Дону,AVBINVEST LIMITED,"Высокий уровень технической экспертизы: глубокое понимание современных технологий разработки программного обеспечения, архитектуры распределенных систем, принципов CI/CD и инфраструктуры облачных...",,
Менеджер по продажам IT решений,https://hh.ru/vacancy/131388888?query=it&hhtmFrom=vacancy_search_list,Волгоград,ООО Итс плюс,Опыт работы в сфере 1с будет плюсом. Опыт в B2B-продажах и знание технологий продаж.,,
"Специалист технической поддержки (IT, продукт)",https://hh.ru/vacancy/131264823?query=it&hhtmFrom=vacancy_search_list,Москва,YouGile,Сильное желание помогать клиентам (врожденная эмпатия). Опыт работы в технической поддержке. Умение чётко выражать мысли в тексте. Самоорганизация для эффективной...,,
Менеджер по продажам IT-решений (1С для строительства),https://hh.ru/vacancy/131309502?query=it&hhtmFrom=vacancy_search_list,Екатеринбург,Эрикос-ЦСП,Имеете опыт в B2B-продажах (желательно в,,
Начинающий IT Специалист,https://hh.ru/vacancy/131839624?query=it&hhtmFrom=vacancy_search_list,Щёлково,Tитулов Кирилл Александрович,Желание развиваться в,,
Начинающий IT Специалист,https://hh.ru/vacancy/131839610?query=it&hhtmFrom=vacancy_search_list,Александров,Tитулов Кирилл Александрович,Желание развиваться в,,
Экономист по управленческому учету / бухгалтер в IT компанию,https://hh.ru/vacancy/131905191?query=it&hhtmFrom=vacancy_search_list,Минск,Финмаркет Софт,"Высшее экономическое образование (бухгалтерский учет, анализ и аудит). Опыт работы с финансовой отчетностью: создание пакета отчетности, прохождение аудита и других...",,
Руководитель IT отдела/бизнес-аналитик,https://hh.ru/vacancy/131878337?query=it&hhtmFrom=vacancy_search_list,"Симферополь, Ровный переулок, 2",ООО РусПЭТ,"Эта должность подходит тому, кто готов работать в режиме многозадачности и не теряется в большом потоке информации, тому, кто способен...",,
Директор административного и IT департамента,https://hh.ru/vacancy/131878192?query=it&hhtmFrom=vacancy_search_list,Москва,Этажи Москва,"От 5-лет управленческий опыт, от 3-х лет в ИТ (позиция системного администратора или специалиста технической поддержки).",,
HR IT Junior/Middle специалист,https://hh.ru/vacancy/131875374?query=it&hhtmFrom=vacancy_search_list,Москва,АО Спортлевел,"...выбери, что больше нравится :) ). Опыт работы от 2-х лет в",,
Менеджер по работе с клиентами в IT-компанию,https://hh.ru/vacancy/129868316?query=it&hhtmFrom=vacancy_search_list,Нижний Новгород,1С:Апрель Софт,500+ сертификатов 1С:Профессионал и 1С:Специалист. - Общительность и любовь к клиентам. - Умение слышать и понимать клиента. -,,
Специалист технической поддержки / IT-специалист (Астана),https://hh.ru/vacancy/131101604?query=it&hhtmFrom=vacancy_search_list,Астана,ТОО ПРОСИСТЕМЫ Центр,Знание русского языка. Опыт работы в,,
Менеджер по продажам IT-решений / Sales Hunter (B2B),https://hh.ru/vacancy/131141416?query=it&hhtmFrom=vacancy_search_list,Минск,ООО Софтомнител,Опыт: B2B-продажи от 1-2 лет. Опыт продажи,,
Менеджер по закупкам IT-оборудования / Специалист по снабжению,https://hh.ru/vacancy/131902337?query=it&hhtmFrom=vacancy_search_list,Москва,ООО Компит Про,Опыт работы в закупках,,
Представитель IT-компании (Амбассадор бренда),https://hh.ru/vacancy/131706951?query=it&hhtmFrom=vacancy_search_list,Москва,Afonin Consulting,,,
Бухгалтер по расчету заработной платы и КДП в IT компанию,https://hh.ru/vacancy/131482810?query=it&hhtmFrom=vacancy_search_list,Москва,ООО А-Аккаунтинг,"Высшее экономическое образование. Отличное знание ТК РФ, системы налогообложения и особенностей расчета налогов и взносов с ФОТ. Уверенное владение профессиональными...",,
Менеджер по оптовым продажам (IT и системы безопасности),https://hh.ru/vacancy/131454193?query=it&hhtmFrom=vacancy_search_list,"Санкт-Петербург, р-н Приморский",ООО Борн СПб,"Умение работать в режиме многозадачности (звонки, письма, уточнения и т.д). Готовность много общаться с людьми. Знание ПК на уровне...",,
Ведущий менеджер корпоративных продаж (IT-продукт),https://hh.ru/vacancy/129601209?query=it&hhtmFrom=vacancy_search_list,Москва,Электронная торговая площадка Газпромбанка,"Опыт работы в сфере закупок, электронных торгов, продвижения",,
"Менеджер по продажам / SDR — IT-продукты, B2B",https://hh.ru/vacancy/131735696?query=it&hhtmFrom=vacancy_search_list,"Москва, р-н Бутырский",ООО Сервер Молл,О роли.,,
IT специалист / Битрикс 24 помощник,https://hh.ru/vacancy/130909615?query=it&hhtmFrom=vacancy_search_list,"Уфа, р-н Советский",ООО Легко,Кандидата с опытом работы на аналогичной позиции не менее 1 года. Опыт работы в Битрикс24 желателен. Ключевые навыки: Настройка...,,
